name,location,locality,city,cuisine,rating,votes,cost,main_cuisine
Sixth Empirica,"Punjabi Bagh, West Delhi",West Delhi,Delhi,"North Indian,  Italian,  Chinese,  Continental",4.1,1008,1200,North Indian
Limitless,"Ansal Plaza Mall,Khel Gaon, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,681,2000,Multi-Cuisine
TESORO MIO KITCHEN 'N' KAFFE,"Preet Vihar, East Delhi",East Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",4.1,570,1600,Multi-Cuisine
Tikka Junction,"Kamla Nagar, North Delhi",North Delhi,Delhi,"North Indian,  Chinese",4.0,1,1500,North Indian
Blackmail Lounge,"Kamla Nagar, North Delhi",North Delhi,Delhi,"North Indian,  Italian,  Chinese",4.4,54,1400,North Indian
The Flying Saucer,"Epicuria Food Mall,Nehru Place, South Delhi",South Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Continental,  Mediterranean,  Oriental",4.1,1832,2800,Finger Food
The Crypto Door,"Vijay Nagar, North Delhi",North Delhi,Delhi,"Continental,  American,  Italian,  Lebanese,  Fusion",4.7,51,800,Continental
3 Friends Pizza,"Pandav Nagar, East Delhi",East Delhi,Delhi,Pizza,5.0,1,400,Pizza
Moets Curry Leaf,"Defence Colony, South Delhi",South Delhi,Delhi,"North Indian,  Mughlai,  Kashmiri",4.1,239,2000,North Indian
Le Cirque,"The Leela Palace,Chanakyapuri, South Delhi",South Delhi,Delhi,"Italian,  Continental,  French",4.4,25,5000,Italian
Crazy Kitchen Rooftop & Lounge,"Satya Niketan, South Delhi",South Delhi,Delhi,"Fast Food,  North Indian,  Italian,  Chinese",4.3,268,700,Fast Food
Wow! Momo,"Laxmi Nagar, East Delhi",East Delhi,Delhi,"Fast Food,  Tibetan",3.5,12,400,Fast Food
The Qube,"The Leela Palace,Chanakyapuri, South Delhi",South Delhi,Delhi,"North Indian,  Italian,  Continental,  Asian",4.5,84,5000,North Indian
Wow! Momo,"Kamla Nagar, North Delhi",North Delhi,Delhi,"Fast Food,  Tibetan",3.3,38,400,Fast Food
Cafe Delhi Heights,"Rajouri Garden, West Delhi",West Delhi,Delhi,"Continental,  Modern Indian,  Italian,  American",4.5,809,2000,Continental
The Firangi Island,"Kirti Nagar, West Delhi",West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,569,1600,Multi-Cuisine
Barbeque Nation,"Unity One Mall,Janakpuri, West Delhi",West Delhi,Delhi,"North Indian,  Barbecue,  Mughlai",4.4,477,1700,North Indian
Maestro A Restro Cafe,"Deep Cinema Complex,Ashok Vihar Phase - 1, North Delhi",North Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.3,387,1300,North Indian
Antidot Waterbar and Cafe,"Safdarjung Enclave Market,Safdarjung, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  Italian,  Continental,  Asian,  Modern Indian",4.2,1071,3000,Multi-Cuisine
Cafe Another Day,"Janak Place District Centre,Janakpuri, West Delhi",West Delhi,Delhi,"North Indian,  Italian,  Chinese",4.3,257,1000,North Indian
Wood Box Cafe,"Satya Niketan, South Delhi",South Delhi,Delhi,"Fast Food,  Shakes",4.4,403,800,Fast Food
Chai Mantra,"Vikas Marg, East Delhi",East Delhi,Delhi,"Fast Food,  Tea,  Chinese",3.7,8,300,Fast Food
Imperfecto Ruin Pub,"Ansal Plaza Mall,Khel Gaon, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  Mediterranean",4.0,561,2400,Multi-Cuisine
La Piazza,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi",South Delhi,Delhi,"Italian,  Pizza",4.5,67,4500,Italian
New Kadimi,"Janakpuri, West Delhi",West Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.1,161,800,North Indian
Megu,"The Leela Palace,Chanakyapuri, South Delhi",South Delhi,Delhi,"Japanese,  Seafood",4.3,27,5000,Japanese
Cafe Diaries,"Satya Niketan, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Fast Food",4.6,120,800,Multi-Cuisine
Nukkad Cafe & Bar,"SDA, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Asian",4.2,390,1500,Multi-Cuisine
Daawat Restaurant,"Krishna Nagar, East Delhi",East Delhi,Delhi,"North Indian,  Chinese,  South Indian",4.0,22,600,North Indian
Padmanabham,"Greater Kailash - 1, South Delhi",South Delhi,Delhi,South Indian,4.4,100,700,South Indian
RDX Reloaded Restaurant & Bar,"Safdarjung Enclave Market,Safdarjung, South Delhi",South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",3.9,116,1500,North Indian
Ghoomar Traditional Thali Restaurant,"D Mall,Netaji Subhash Place, North Delhi",North Delhi,Delhi,Rajasthani,4.5,120,1000,Rajasthani
Slique,"Ansal Plaza Mall,Khel Gaon, South Delhi",South Delhi,Delhi,"North Indian,  Asian",4.0,58,2500,North Indian
Cafe Delhi Heights,"Pacific Mall,Tagore Garden, West Delhi",West Delhi,Delhi,"Modern Indian,  Italian,  Continental,  American",4.5,1251,2000,Modern Indian
Shalom - Laidback Cafe,"Sangam Courtyard,RK Puram, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.5,215,2000,Multi-Cuisine
The Chatter House,"Epicuria Food Mall,Nehru Place, South Delhi",South Delhi,Delhi,"North Indian,  Italian,  Continental",4.2,815,2000,North Indian
Underpass,"Defence Colony, South Delhi",South Delhi,Delhi,"North Indian,  Chinese,  Fast Food",3.4,56,1500,North Indian
Bottle House,"Satya Niketan, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Chinese,  Continental",4.1,21,1100,Multi-Cuisine
Three Tuns Cafe & Bar,"Unity One Mall,Janakpuri, West Delhi",West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.8,431,2200,Multi-Cuisine
Mystique Melange,"Ashok Vihar Phase - 2, North Delhi",North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Thai,  Lebanese,  Oriental",4.2,916,1800,Multi-Cuisine
The Turkey Project,"DDA Complex,Defence Colony, South Delhi",South Delhi,Delhi,"Italian,  American",4.8,79,1500,Italian
Radio Station,"Kailash Colony, South Delhi",South Delhi,Delhi,"Finger Food,  North Indian,  Italian,  Chinese,  Continental",4.3,336,1600,Finger Food
Cafe Emoji's,"Moti Bagh, South Delhi",South Delhi,Delhi,Fast Food,5.0,1,500,Fast Food
Nehru Place Social,"Epicuria Food Mall,Nehru Place, South Delhi",South Delhi,Delhi,"North Indian,  Continental,  American,  Chinese",4.4,741,2000,North Indian
Troy Lounge and Bar,"Punjabi Bagh, West Delhi",West Delhi,Delhi,"North Indian,  Multi-Cuisine,  Chinese,  Continental",3.8,176,1500,North Indian
The Race Lounge And Bar,"Rajouri Garden, West Delhi",West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Lebanese,  Oriental",3.8,278,1200,Multi-Cuisine
High Bae,"Dhaula Kuan, West Delhi",West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,59,1600,Multi-Cuisine
Pipeline Cafe,"Satya Niketan, South Delhi",South Delhi,Delhi,"Fast Food,  Italian,  Chinese,  Continental",4.2,155,800,Fast Food
Talli Station,"Naraina, West Delhi",West Delhi,Delhi,"North Indian,  Chinese,  Fast Food",5.0,4,1500,North Indian
Brickyard Cafe And Lounge,"Satya Niketan, South Delhi",South Delhi,Delhi,"Fast Food,  North Indian,  Chinese",4.4,18,700,Fast Food
The Construction Co. Cafe,"Satya Niketan, South Delhi",South Delhi,Delhi,"Fast Food,  Italian,  Chinese",3.9,142,800,Fast Food
7 Old Town,"Hauz Khas, South Delhi",South Delhi,Delhi,"Italian,  Asian,  North Indian",4.2,95,1700,Italian
The Clay Oven,"Hotel Park Residency,Green Park, South Delhi",South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.4,391,800,North Indian
Greetoz Cafe,"Hudson Lane, North Delhi",North Delhi,Delhi,"North Indian,  Chinese",4.0,43,700,North Indian
No. 1 Uncles Parantha,"South Extension - 1, South Delhi",South Delhi,Delhi,"North Indian,  Fast Food",4.0,2,400,North Indian
Two Pots Kitchen,"Janakpuri, West Delhi",West Delhi,Delhi,"Italian,  Chinese,  Continental,  Lebanese,  Desserts",4.9,17,600,Italian
The China Kitchen,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi",South Delhi,Delhi,"Chinese,  Seafood",4.5,55,4500,Chinese
Madrina,"Ashok Vihar Phase - 2, North Delhi",North Delhi,Delhi,"North Indian,  Italian,  Chinese",4.2,370,2200,North Indian
Taxi - World Food Cafe,"Vijay Nagar, North Delhi",North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.4,312,1200,Multi-Cuisine
Pind Balluchi,"Lajpat Nagar - 2, South Delhi",South Delhi,Delhi,"North Indian,  Mughlai",4.1,193,1800,North Indian
Fabcafe by Fabindia,"Lajpat Nagar - 3, South Delhi",South Delhi,Delhi,"Health Food,  Modern Indian,  North Indian,  Continental",4.4,69,1200,Health Food
Kabila Cafe,"Satya Niketan, South Delhi",South Delhi,Delhi,"Fast Food,  North Indian,  Italian,  Chinese,  Shakes",3.7,67,1000,Fast Food
Summer House Cafe,"DDA Shopping Complex,Hauz Khas, South Delhi",South Delhi,Delhi,"Italian,  Mediterranean,  Finger Food",4.2,750,2300,Italian
Full Stop,"Vijay Nagar, North Delhi",North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",5.0,2,1200,Multi-Cuisine
Imly,"Rajouri Garden, West Delhi",West Delhi,Delhi,"Street Food,  North Indian,  Chinese,  South Indian,  Fast Food",4.1,2243,800,Street Food
Mic Drop Bar and Restaurant,"South Extension - 2, South Delhi",South Delhi,Delhi,North Indian,4.0,408,1000,North Indian
TK's Oriental Grill,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi",South Delhi,Delhi,"Thai,  Japanese,  Oriental ,  Indonesian,  Asian,  Sushi",4.5,36,4000,Thai
Young Wild Free Cafe,"Satya Niketan, South Delhi",South Delhi,Delhi,"Fast Food,  Italian,  Biryani",4.0,33,800,Fast Food
Gola Sizzlers,"B.K Dutta Market,Rajouri Garden, West Delhi",West Delhi,Delhi,"Sizzlers,  North Indian,  Chinese",4.0,359,1200,Sizzlers
Wow! Momo,"Palate of Delhi,Dhaula Kuan, West Delhi",West Delhi,Delhi,"Fast Food,  Tibetan",4.5,6,400,Fast Food
Rustic Cafe,"Satya Niketan, South Delhi",South Delhi,Delhi,"Fast Food,  Italian,  Chinese,  Continental",3.9,30,800,Fast Food
The Branch Kitchen & Bar,"South Extension - 2, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  Italian,  Continental,  American",4.0,42,2200,Multi-Cuisine
Seasonings - The Spice Mysteries,"Ashok Vihar Phase - 2, North Delhi",North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mughlai",4.1,945,1600,Multi-Cuisine
Kofuku,"Ansal Plaza Mall,Khel Gaon, South Delhi",South Delhi,Delhi,"Japanese,  Asian",4.5,116,1800,Japanese
Infinity Lounge Dine and Bar,"Punjabi Bagh, West Delhi",West Delhi,Delhi,"North Indian,  Chinese,  Continental,  Multi-Cuisine,  Italian,  South Indian",4.1,205,1500,North Indian
Bhalla King,"Lajpat Nagar - 2, South Delhi",South Delhi,Delhi,"Street Food,  Fast Food",5.0,1,300,Street Food
The Piano Man Jazz Club,"Safdarjung Enclave Market,Safdarjung, South Delhi",South Delhi,Delhi,"European,  Asian,  Italian",4.4,323,2500,European
The Big House Cafe,"Satya Niketan, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.6,76,700,Multi-Cuisine
Fio Cookhouse and Bar,"Epicuria Food Mall,Nehru Place, South Delhi",South Delhi,Delhi,"Continental,  North Indian,  Italian",4.4,464,4000,Continental
Annakoot by ISKCON Bangalore,"Preet Vihar, East Delhi",East Delhi,Delhi,"South Indian,  Street Food,  Mithai",3.6,44,500,South Indian
The Chai Story,"Naraina, West Delhi",West Delhi,Delhi,"Fast Food,  Tea",4.3,31,400,Fast Food
Ziu,"Sangam Courtyard,RK Puram, South Delhi",South Delhi,Delhi,Thai,4.4,232,1500,Thai
Meraki Cafe & Bar,"DDA Complex,Defence Colony, South Delhi",South Delhi,Delhi,"North Indian,  Chinese,  Italian,  Continental",4.0,176,1600,North Indian
Plum By Bent Chair,"Worldmark 2,Aerocity, South Delhi",South Delhi,Delhi,"Asian,  Continental,  Japanese,  Pizza,  Sushi",4.3,947,3000,Asian
TBK Kulcha's,"Janakpuri, West Delhi",West Delhi,Delhi,"Street Food,  Fast Food",4.5,4,500,Street Food
Da Safe Zone,"Satya Niketan, South Delhi",South Delhi,Delhi,"North Indian,  Italian,  Chinese,  Fast Food",3.6,8,1000,North Indian
The Chai Story,"DLF South Square Mall,Sarojini Nagar, South Delhi",South Delhi,Delhi,"Fast Food,  Tea",3.0,14,400,Fast Food
Te Amo,"Ansal Plaza Mall,Khel Gaon, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  Continental,  Mexican,  European,  South American",4.3,86,2200,Multi-Cuisine
Only Bar,"Bhikaji Cama Place, South Delhi",South Delhi,Delhi,"North Indian,  Chinese",4.1,19,1000,North Indian
Amar Jyoti,"Sarojini Nagar, South Delhi",South Delhi,Delhi,North Indian,3.1,8,1000,North Indian
Seoul Restaurant,"Ansal Plaza Mall,Khel Gaon, South Delhi",South Delhi,Delhi,"Japanese,  Korean",4.8,9,2000,Japanese
Frozen Bottle,"Defence Colony, South Delhi",South Delhi,Delhi,"Shakes,  Desserts,  Ice Cream",3.0,2,300,Shakes
Boombox Cafe,"Rajouri Garden, West Delhi",West Delhi,Delhi,"Arabian,  North Indian,  Continental,  Mexican,  Oriental",4.1,2399,2500,Arabian
For God's Cake,"Hudson Lane, North Delhi",North Delhi,Delhi,"Desserts,  Bakery and Confectionary",4.5,175,500,Desserts
Cafe Platonic,"Satya Niketan, South Delhi",South Delhi,Delhi,"North Indian,  Chinese,  Continental,  South Indian",3.9,20,1000,North Indian
Chili's American Grill and Bar,"DLF Avenue,Saket, South Delhi",South Delhi,Delhi,"Mexican,  American,  Italian",4.3,724,2000,Mexican
IKK Panjab,"B.K Dutta Market,Rajouri Garden, West Delhi",West Delhi,Delhi,North Indian,4.3,619,1800,North Indian
Raftaar - The High Speed Bar and Lounge,"Punjabi Bagh, West Delhi",West Delhi,Delhi,"Continental,  North Indian,  Italian",4.2,1229,1600,Continental
Stupid Bar & Kitchen,"Lajpat Nagar - 2, South Delhi",South Delhi,Delhi,"North Indian,  Chinese,  Seafood",3.9,20,1000,North Indian
Turn Up,"Satya Niketan, South Delhi",South Delhi,Delhi,"Fast Food,  North Indian,  Chinese",3.1,9,1200,Fast Food
Ada'e Haandi's,"RK Puram, South Delhi",South Delhi,Delhi,"North Indian,  Mughlai,  Chinese",5.0,1,800,North Indian
Moh Maya Cafe,"Hudson Lane, North Delhi",North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",3.8,399,1500,Multi-Cuisine
Cafe Tesu,"Essex Farms,Aurobindo Marg, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Japanese,  Deli",4.4,165,2500,Multi-Cuisine
Spice Court,"PVR Payal,Naraina, West Delhi",West Delhi,Delhi,"North Indian,  Chinese",4.1,41,1500,North Indian
Waffle Street,"Janakpuri, West Delhi",West Delhi,Delhi,"Desserts,  Shakes,  Waffle,  Fast Food",4.1,7,400,Desserts
Dramz,"Mehrauli, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  European,  Oriental",4.1,816,2400,Multi-Cuisine
Sidewalk,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi",South Delhi,Delhi,Bakery and Confectionary,4.5,23,1000,Bakery and Confectionary
Cafe,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi",South Delhi,Delhi,"North Indian,  Multi-Cuisine,  Indian Cuisine,  European",4.2,77,4000,North Indian
Veg Gulati,"Green Park, South Delhi",South Delhi,Delhi,"North Indian,  Biryani,  Indian Cuisine",4.4,207,1200,North Indian
Cafe After Hours,"Paschim Vihar, West Delhi",West Delhi,Delhi,"North Indian,  Chinese,  Continental",4.2,257,1200,North Indian
Pirates Of Grill,"Ambience Mall,Vasant Kunj, South Delhi",South Delhi,Delhi,"North Indian,  Continental,  Mughlai",4.4,275,2000,North Indian
Chili's American Grill and Bar,"DLF Mall of India,Sector 18, Noida",Noida,Noida,"Mexican,  American,  Italian",4.4,1789,2000,Mexican
Oh Boy Lounge,"Hudson Lane, North Delhi",North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.3,88,1600,Multi-Cuisine
Lord of the Drinks Forum,"Epicuria Food Mall,Nehru Place, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  Oriental",4.2,919,2000,Multi-Cuisine
Syrah,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi",South Delhi,Delhi,"Mediterranean,  Middle Eastern",3.8,8,4500,Mediterranean
Wow! Momo,"Unity One Mall,Janakpuri, West Delhi",West Delhi,Delhi,"Fast Food,  Tibetan",3.6,40,400,Fast Food
Raasta,"Green Park, South Delhi",South Delhi,Delhi,"Finger Food,  Italian,  Chinese,  Continental,  Mediterranean",4.4,223,2000,Finger Food
Theos,"Sangam Courtyard,RK Puram, South Delhi",South Delhi,Delhi,"Desserts,  Bakery and Confectionary,  Fast Food",4.4,20,900,Desserts
Jazbaa Lounge and Bar,"Rajouri Garden, West Delhi",West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Asian,  Mughlai",4.1,2696,1600,Multi-Cuisine
Chili's American Grill and Bar,"Ambience Mall,Vasant Kunj, South Delhi",South Delhi,Delhi,"Mexican,  American,  Italian",4.5,1202,2000,Mexican
Ada'e Haandi's,"Moti Bagh, South Delhi",South Delhi,Delhi,"North Indian,  Chinese,  Seafood",4.0,2,600,North Indian
Cafe 27,"Kailash Colony, South Delhi",South Delhi,Delhi,"Italian,  North Indian,  Chinese,  Fast Food",4.2,415,1700,Italian
London Street,"Anand Vihar, East Delhi",East Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.1,88,1800,North Indian
KOST,"Lajpat Nagar - 4, South Delhi",South Delhi,Delhi,"Italian,  Chinese,  Fast Food",5.0,1,1000,Italian
Sandoz,"Nehru Place, South Delhi",South Delhi,Delhi,North Indian,4.3,103,1000,North Indian
Le Chef,"Cross River Mall,Shahdara, East Delhi",East Delhi,Delhi,"North Indian,  Chinese,  Fast Food",4.1,57,1000,North Indian
Mad Over Donuts,"Lajpat Nagar - 2, South Delhi",South Delhi,Delhi,"Desserts,  Doughnuts",4.0,27,400,Desserts
Goosebumps,"Karkardooma, East Delhi",East Delhi,Delhi,"Desserts,  Ice Cream,  Fast Food",4.1,220,400,Desserts
Shalom - Laidback Cafe,"Greater Kailash - 1, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.3,479,2000,Multi-Cuisine
4th Street Cafe,"Preet Vihar, East Delhi",East Delhi,Delhi,"Fast Food,  Shakes",4.4,22,500,Fast Food
MOC - The American Restaurant,"Mayur Vihar Phase - 1, East Delhi",East Delhi,Delhi,"American,  Burger,  Fast Food",3.7,3,400,American
Naivedyam,"Hauz Khas Village, South Delhi",South Delhi,Delhi,South Indian,4.2,328,500,South Indian
Drums of Heaven,"Green Park, South Delhi",South Delhi,Delhi,"Asian,  Chinese,  Thai,  Seafood",4.1,214,1400,Asian
The Waffle Co.,"Naraina, West Delhi",West Delhi,Delhi,"Desserts,  Waffle,  Shakes",5.0,1,400,Desserts
Smelling Salts,"Ashok Vihar Phase - 2, North Delhi",North Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.4,550,1800,Multi-Cuisine
Ama Thakali,"Majnu ka Tila, North Delhi",North Delhi,Delhi,Nepalese,4.3,4,600,Nepalese
Gung The Palace,"Green Park, South Delhi",South Delhi,Delhi,"Korean,  Seafood",4.7,38,2500,Korean
United Coffee House Rewind,"Epicuria Food Mall,Nehru Place, South Delhi",South Delhi,Delhi,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  European,  Oriental",4.3,388,3000,Multi-Cuisine
Miss Nora,"R Cube Monad Mall,Rajouri Garden, West Delhi",West Delhi,Delhi,"Japanese,  Asian,  Chinese,  Thai,  Malaysian",4.5,222,1600,Japanese
Cafe Delhi Heights,"DLF Avenue,Saket, South Delhi",South Delhi,Delhi,"Modern Indian,  Italian,  Continental,  American",4.3,652,2000,Modern Indian
The Colony Bistro,"Lajpat Nagar - 4, South Delhi",South Delhi,Delhi,"Fast Food,  North Indian,  Italian,  Continental",4.0,169,2100,Fast Food
Pinch of Spice,"Rajouri Garden, West Delhi",West Delhi,Delhi,"North Indian,  Mughlai,  Chinese",4.3,608,1800,North Indian
The Waffle Co.,"Sangam Courtyard,RK Puram, South Delhi",South Delhi,Delhi,"Desserts,  Waffle,  Shakes",4.3,3,400,Desserts
Roadhouse Cafe,"Greater Kailash - 1, South Delhi",South Delhi,Delhi,"Italian,  Chinese,  Thai,  Mediterranean,  American,  Asian",4.4,319,2400,Italian
Dhaba Estd 1986 Delhi,"Epicuria Food Mall,Nehru Place, South Delhi",South Delhi,Delhi,North Indian,4.2,280,1200,North Indian
Lord of the Drinks Drinks Chamber,"Rajouri Garden, West Delhi",West Delhi,Delhi,"Multi-Cuisine,  North Indian,  Continental,  Oriental",4.2,1333,2300,Multi-Cuisine
Cafe Junk,"Mayur Vihar Phase - 2, East Delhi",East Delhi,Delhi,"Fast Food,  Shakes",4.6,5,500,Fast Food
The Snook Hook Cafe,"Kailash Colony, South Delhi",South Delhi,Delhi,"North Indian,  Italian,  Fast Food",4.0,80,1200,North Indian
Kori's,"Safdarjung, South Delhi",South Delhi,Delhi,"Asian,  Korean,  Japanese,  Sushi",4.1,16,1300,Asian
